userName,at,content,score,thumbsUpCount
عمر أبو عبد العزيز,2021-09-11T11:40:28,لا يدعم اللغة العربية نرغب أن يدعم اللغة العربية,3,26
mariem magdi,2021-03-30T19:49:27,التطبيق جيد ولكن يوجد المشكله أنه لا يمكن أن يشترك شخص أقل من 18 عام,3,145
şø ĥą,2021-04-19T16:43:24,جيد جدا لكنه يحتاج اضافة اللغه العربيه,3,2
ALSHMAL,2024-04-29T21:24:31,هناك مشكلة في التطبيق في نظام اندرويد عند الضغط على Diary يغلق التطبيق .,3,1
wafaa alamri,2024-04-24T20:19:40,التطبيق فيه عطل تقني يقفل اول ما افتح على اليوميات ياليت يكون فيه تحديث لإصلاح الخلل,3,0
eslam abaza,2020-06-16T18:14:10,البرنامج مفيد بس ياريت لو يتم اضافه اللغه العربيه,3,114
Fathe Crb,2024-05-31T16:49:49,نريد ترجمة اللغة عربية فيه,3,4
أسامه الحربي,2022-01-29T22:34:00,البرنامج رائع بس لو يضيفو اللغه العربيه,3,21
مستخدم Google,2019-10-09T11:21:20,رجاء اضافه اللغة العربية كي تعم الفائدة بأكبر قدر ممكن,3,4
مستخدم Google,2019-02-25T07:44:58,تطبيق جيد لكن تنقصوا لغه عربيه,3,2
مستخدم Google,2019-07-31T11:45:48,جميل لكن للاسف لا يدعم اللغه العربية لذلك ٣ نجوم كفايه عليه,3,58
Amina Sbaee,2025-05-05T15:15:02,جميلة جدا و لكن أين الغة العربية,3,0
taha GAMER,2024-07-01T21:11:55,البرنامج كويس بس في مشاكل كل ما اسجل اكل معين بيتمسح لوحدو,3,0
#.#,2020-11-11T08:52:28,تطبيق جميل لكن ينقصة اللغة العربية سأعطي ٥ نجوم بعد إضافة العربية,3,5
عائشة عسيري,2023-08-24T07:45:02,اود تجربته وسمعته جبده لاكن عيبه ان لاتوجد لغه عربيه,3,0
Jaafar Younin,2021-10-28T16:25:48,يوجد أخطائ في حساب الكالوري َلكن أنصح الجميع به خصوصا تنزيل النسخة المدفوعة من غوغل,3,0
Nesma Alsharabi,2020-10-31T00:59:58,رااائع ولكن لو يتم تنزيل اللغه العربيه بيستحق وقتها الخمس نجوووم,3,70
سوبر مجهول,2025-04-07T04:30:40,التطبيق يعلق عند آخر مرحلة في تسجيل الدخول ما ادري ويش السبب,3,0
Hanaa Abdelhamid,2020-12-03T23:01:27,يفضل اضافة اللغة العربية,3,121
Mourad Mesto,2025-08-29T01:32:07,لا يدعم اللغة العربية,3,8
Areej Areej,2023-10-25T15:41:21,ممتاز لاكن لا يدعم لغه العربيه,3,22
مستخدم Google,2019-09-30T12:31:50,التطبيق ممتاز لاكن ارجو باءضافه اللغه العربيه,3,9
Hanaa Hanaa,2020-05-17T23:34:34,لاتوجد ترجمة للغة العربية للأسف,3,11
كٍبْرَيْاٍء اُنٌثْىٌ,2023-06-13T21:33:06,صراحه سمعه تطبيق واو وواجد مدحوه بس عيبه لايدعم اللغه العربيه للاسف,3,0
مستخدم Google,2020-03-08T18:24:54,ممتاز ولكنة بعض الأوقات يتعطل,3,7
Yousef safwat,2023-09-12T15:23:32,محايد مفيش مميزات كتير وكمان مبيدعمش اللغه العربيه,3,0
مستخدم Google,2019-03-22T13:41:17,لو سمحتم مفيس عربى فى البرنامج دى كل انجليزى,3,58
FA,2023-10-07T07:38:01,هو حلو بس ياريت في لغة عربية,3,0
asmaa fadl,2021-01-30T18:37:10,حلو جدا بس الناس اللي متعرفش انجليش كويس مش هتعرف تستخدمه ..التطبيق دا من اشهر التطبيقات للسعرات و هيبقي اشهر لو اضفتو اللغة العربية,3,6
Ahmed Mohamed Elnabawy,2025-09-23T22:48:17,يقوم البرنامج بحذف الوجبات بعد حفظها لاكتر من مرة,3,2
مستخدم Google,2019-11-15T18:09:46,نحتاج اللغه العربيه تطبيق fatsecret يتفوق عليكم,3,3
Bayan Alshehri,2020-07-24T02:16:24,نرجوا اصلاح مشكلة تاريخ الميلاد ، لا يقوم بضبط التاريخ حسب ما ادخل,3,34
مستخدم Google,2019-06-28T08:19:06,نتمني دعم اللغة العربية,3,71
Phoenix,2020-09-09T09:53:06,لماذا لا يوجد لغة عربية وهناك مستخدمين عرب ارجو إضافة اللغة العربية,3,168
fatima kh,2022-12-25T01:09:34,يجب ادراج اللغة العربية في هذا التطبيق لي فهمه اكثر 🙂,3,108
مستخدم Google,2018-09-26T20:15:20,اريد ان تضعو لغة العربية لماذا لايمكنني تسجيل دخولي انا متأكدة من معلوماتي لكن لايسجل دخول حتى عندما اضع حساب جديد يرفض ماهذا؟,3,15
مستخدم Google,2020-02-06T14:43:51,البرانامج حلو وكثييير مدوحه لي بس ياريت تنزلو نسخه تدعم لغه العريبه 😭 مو كل الناس بتعرف تقراء انجليزي 💔 انا مافهمت شي سجلت كل معلوماتي بمساعدة الترجمه وحابه اسجل اكلاتي ماعرفت لانه انجليزي كله 😭,3,170
Taha Mohamed,2022-10-10T12:19:03,برنامج جميل..بس الscan عندي لازم يتفعل بشتراك!,3,1
مصطفى,2021-09-25T23:15:13,لا توجد لغة عربية,3,6
said ladjal,2024-04-08T00:31:30,تطبيق يخصه بعض التعديلات,3,0
مستخدم Google,2018-09-29T01:51:14,رائع ولكن احتاجت لوقت لأفهمه,3,1
ام البتول,2020-07-06T04:07:06,لم افهم في التطبيق شي اتمني ان يكون باللغه العربيه,3,4
Mi Mi,2021-04-23T22:43:44,المرجو اضافة اللغة العربية,3,2
عبدالله احمد,2024-10-05T20:38:00,اول حاجة هو با الانجليزى تانى حاجة أنا مش عارف ادخل بسجل البيانات ومبيدخلنيشى بس هو باين أنه حلو وانا مش عارف ادخل البرنامج,3,0
مستخدم Google,2018-12-31T18:00:01,جميل بس لو كان فيه عربي بيكون احل,3,66
Azoz55,2024-12-04T02:02:16,مالقيت اللغة العربية ممكن شرح عن التطبيق واين القاه؟.,3,1
مستخدم Google,2019-03-02T13:18:24,الرجاء إضافة اللغة العربية.,3,3
amro shawki,2021-06-24T23:20:24,عندي مشكلة بحاول اربط برنامج google fit مع my fitness بس ما بيعطي لي الإحصائيات يلي على google fit,3,3
باسم الحربي,2020-09-20T17:51:12,تطبيق لايدعم اللغه العربية لماذا 🤔,3,2
محمد حورية,2023-10-09T05:47:36,اضيفوا اللغة العربية من فضلك,3,0
Essam Al-sharef,2024-11-26T20:35:57,لا أستطيع شراء التطبيق ... توجد مشكلة,3,1
Salah abohassoon Abohassoon,2021-05-01T03:55:54,مافي لغه عربيه ولازم عمرش ١٨ او اكثر وانا عمري ١٦ 🙄,3,14
مستخدم Google,2020-01-23T08:48:28,لا يسجل الدخول,3,13
مستخدم Google,2019-10-28T16:32:41,لا يوجد لغة عربية,3,27
أبو عبدالله أبو عبدالله,2021-04-06T08:38:09,سويت اشتراك واحاول اسوي إلغاء مو راضي اذا فيه احد يعرف يعطينا الطريقة,3,43
مستخدم Google,2020-01-06T18:02:42,اهم عنصرين للعضلات غير موجوده بالبرنامح كمية البوتاسيوم لنقل البروتين للعضله و الزنك المحفز للتستيرون,3,19
مستخدم Google,2019-02-17T22:14:48,لو يجي منه نسخة عربية,3,4
ツLayan,2020-07-14T00:13:38,حلو بس ما عرفت له لأنه بالانجليزي,3,3
مستخدم Google,2019-12-03T17:12:15,كويس لكن مش بيدعم العربيه,3,2
Mohammed Mohsen,2024-04-05T05:31:32,هو ازاي اخلي البرنامج عربي,3,0
Sami Gariti,2025-12-10T14:52:18,جيد لكن ناقص,3,0
مستخدم Google,2019-12-12T12:26:23,ولا شي عمل اا ضعفني ولا شي او انا مو عارف استعمله,3,2
Yousif Mawya,2024-06-14T14:51:35,أضيفوا اللغة العربية بالله عليكم,3,1
AHMED,2021-07-13T18:11:32,جيد الي حد ما,3,2
مستخدم Google,2019-01-22T09:43:10,لماذا لا يثبت,3,3
موسى الدفار الدفار,2021-03-21T01:40:34,بسم لله,3,0
MMM,2024-11-13T05:32:42,No Arabic language,3,0
Shahad Khalid,2024-06-02T18:50:27,"The application is beautiful, but it does not have the ability to change the language to Arabic. التطبيق جميل لكن لا يتوفر فيه خاصية تغير اللغة للعربية",3,1
Wala Alsinan,2023-11-17T21:51:39,I have no idea why it keep deleting the food that I added 🤦‍♀️,3,0
HAMAD KHAMIS,2022-08-12T07:15:31,Its not that good,3,0
Ismail Saeed,2020-07-19T15:45:52,I hope that the application is in Arabic thank you,3,1
خالد ابراهيم,2020-07-09T18:07:39,ممتاز جدا,3,1
مستخدم Google,2020-04-16T21:58:30,"Nice, but why can't I change the language to my language You should develop the program more and make it possible for people to change the language",3,1
مستخدم Google,2020-04-15T16:33:23,"There's no Arabic language, no properties when adding food",3,1
مستخدم Google,2019-12-21T13:30:43,"Thank you for this wonderful application, the Arabs love it so much. I would like to help them with your support of the Arabic language ❤",3,1
مستخدم Google,2019-10-15T04:04:35,Some barcodes are incorrect and unrecognized Please fix this. 👈 🙂,3,1
مستخدم Google,2019-08-01T03:24:14,I can't login ? at all,3,1
مستخدم Google,2019-06-09T23:07:04,why I can't buy premium version?!!! please fix the problem.. evry time I press go premium only blank page appears!,3,2
مستخدم Google,2019-01-17T00:02:40,where Arabic language !!!,3,86
مستخدم Google,2018-10-05T07:13:46,Very helpful but there are so many ADs in it,3,5
مستخدم Google,2018-09-26T21:44:37,Why i can't change the language to arabic ?,3,10
مستخدم Google,2018-08-31T07:11:16,يستحق 5 نجوم لو كان يدعم العربية 💔,3,30
مستخدم Google,2018-08-06T23:02:25,ناقص اللغة العربية,3,15
مستخدم Google,2018-07-10T19:14:50,"حلو وصلت للتمرين رابع يوم وفتت بالخامس. طلب مني. دفع ٦$لدعم البرنامج وماعاد 
فتح شي. ارجو الغاء. الدعم. ماعندي. بطاقة نت. ولا عندي. شي. ادفع للبرناج ولا 
غير هيك رائع ويستحق. المتابعة. 😔",3,33
مستخدم Google,2018-06-30T11:25:13,جميل جدا بس ياريت ينزل تحديث باللغة العربية يارييييت من فضلكم,3,34
Hussein Ahmed,2021-08-28T10:19:16,البرنامج جيد جداً بالنسبة للاجهزة اللي بتشتغل بنظام ios اما الاندرويد فسئ الي حد كبير ، بتحصل اخطاء في التسجيل وفي اضافة الاكل والتمرينات اتمني ينزل تحديث للبرنامج لاصلاح العيوب الموجودة في نسخة الاندرويد,2,52
مستخدم Google,2018-11-27T15:39:43,جربت التسجيل كم مرة بالفيسبوك وبالايميل لكن لااستطيع الدخول الى التطبيق😤😤😤 ..ازعجني كثيرا لم افهم السبب.يقول لاتستطيع التسجيل حاليا اعد المحاولة في وقت لاحق..اففففففف اتعبني😬,2,34
R,2023-06-06T14:12:07,التطبيق جميل لكن ينقصه اللغة العربية و سيكون جدا رائع و ايضا لو يسمح للاعمار الاقل من 18 بالدخول سيكون شيئا جيدا,2,2
مستخدم Google,2020-01-02T10:28:06,مُريح من ناحية تصوير الباركود و يطلع المنتج اللي بضيفه في القائمة، لكن للأسف من أمس أغلب الوقت يحمّل يحمّل يحمّل و ما يفتح 💔,2,15
ahmad elbanna,2023-09-04T20:08:45,نجمتين للأسف لان التطبيق لا يدعم اللغة العربية ونسبة ٧٠ % من مستخدمى التطبيق يتحدثون اللغة العربية ويقومون بكتابتها أيضا يجب النظر لطلبات مستخدمى التطبيق العرب وحل مشاكلهم,2,109
مستخدم Google,2018-09-18T13:38:40,مايسجل وقت لمن يقوول حط الايميل يقول اما انه مسجل اول حاول مره اخرى للمعلوميه حطيت ثلاث ايميلات ولا تسجل البرنامج فيه مشكله,2,15
Badr Bayomi,2023-02-13T19:50:27,التطبيق فتح بقا بطيء وكانة بيهنج وبيغيب في تحميل البيانات.....و ياريت يدعم اللغة العربية الدخول عل التطبيق من جديد مشكلة ...,2,151
مستخدم Google,2018-11-06T04:44:51,ارجواا تصليح البرنامج بسرعه لانه يرفض تسجيل الدخول او اعمل حساب جديد مره ثانيه ولا يقبل التسجيل على الفيس بوك او الايميل بالرغم من استخدامي لاكتر من ايميل و .... شكرا,2,19
مستخدم Google,2018-10-12T21:56:59,البرنامج حلوو جدا لكن بقاله مده مش بيفتح معايا خالص بأي ميل ..ارجووو حل المشكله دي.,2,4
مستخدم Google,2019-04-11T12:32:13,التطبيق لا يفتح يتوقف عند تسجيل الوزن والطول ولا يستجيب ارجو حل المشكلة,2,150
مستخدم Google,2020-02-01T13:55:50,بالنسبة لمشكلة الايميل فهي واجهتني قبل دقايق من الان وحلها انك تكتب الايميل كتابة ماتلصقه او تدرجه من المساعد الكتابي,2,13
Saud,2020-06-24T00:56:00,التطبيق فوضوي، يحتاج تحسين واجهة المستخدم وكذلك دعم اللغة العربية,2,94
Abbas Aqeel Al Moussaoui,2024-08-07T15:15:22,يرجىٰ إضافة اللغة العربية في التقييم تم إضافة نجمتين رغم يستحق ٥ نجوم و السبب نقص اللغة العربية,2,11
استغفر الله,2024-06-17T22:05:19,للأسف اللغة العربية غير متوفرة أيضا التطبيق ياخذ وقت طويل بالتحميل و البحث 👎🏼👎🏼👎🏼,2,14
Yahya alMusawi,2021-11-16T16:02:04,نرجوا اضافة اللغه العربيه للتطبيق حتى يمكننا استخدامه بسهوله,2,5
Ahood A,2021-03-06T01:38:28,هو جميل لكن لم استطيع الاشتراك لأنه لا يدعم اللغه العربيه,2,128
مستخدم Google,2018-10-27T20:57:01,مشكلة تعليق البرنامج بعد التحديث الاخير ورفض تسجيل الدخول !,2,41
مستخدم Google,2019-04-14T11:55:21,لو كان في عربي كان استخدمته بشكل اساسي ودائم يوميا بس للاسف غير مدعوم انصحكم بتطبيق Samsung Health يدعم العربية بشكل كامل ويوجد به جميع وأنواع أصناف الأكل حتى العربية منها,2,16
HADILL ALSFRAWE,2023-08-24T15:35:29,جميل لكن يجب اضافة اللغة العربية,2,0
Mohamad,2021-10-07T00:41:14,لايدعم اللغة العربية وهو غير مجاني,2,35
badrok hakr,2021-06-01T23:57:01,تطبيق ممتاز بس ينقصه اللغة العربية,2,3
احمد هاني,2020-10-01T07:47:28,البرنامج في آخر خطوة يعمل Error مع اني كاتب كل حاجة صح ارجو الرد عليا وتصحيح الخطأ,2,75
Eren San,2024-04-02T10:03:31,أكبر سلبية أنه لا يدعم اللغة العربية أتمنى إضافتها في أقرب وقت,2,15
مستخدم Google,2020-02-09T13:44:03,ياريت تضيفوا اللغة العربية لعدم فهم بعض الاشياء,2,26
مستخدم Google,2018-10-25T22:30:44,يحتاج إلى إضافة اللغة العربية ليستحق 5 نجوم وشكراً لكم,2,11
Yasmen THW,2024-05-12T10:54:03,جيد لكن متى سيتم اضافة اللغة العربية,2,7
HAMOOD G4MER,2022-03-06T07:54:03,عندما اقوم بالتسجيل واقوم بادخل التاريخ الميلادي يحدث خطأ في البرنامج في كل مرة ادخل التاريخ الميلادي الخاص بي اثناء التسجيل,2,45
riham asser,2020-06-17T17:49:41,بيغير في الاعدادات مع نفسه ومغير السن ورافض يعدله,2,5
Omar Osama,2024-04-25T00:17:56,سيئه كل لما أدخل على Daily يخرجني من التطبيق ياريت تتحل المشكله دي في اسرع وقت,2,0
مستخدم Google,2019-11-05T12:14:39,رائع ينقصه اللغة العربية,2,4
_.142434._ 20o1,2020-07-25T09:37:16,لا يستطيع الإتصال بحساب الجميل و الفيسبوك,2,20
Rolsjf Tjsp505,2020-08-12T17:06:39,لوسمحتو كيف اخليه عربي البرنامج كثير حلو,2,1
Saad Abdulrehman,2022-11-05T20:35:14,لا يدعم اللغة العربية,2,1
مستخدم Google,2019-03-22T04:38:55,مش فيه لغه عربيه يعني لو انا مش بعرف انجليش مستعملش البرنامج,2,7
مستخدم Google,2018-09-19T07:56:33,لا يسجل الاميل ولا يعمل,2,1
مستخدم Google,2019-11-15T12:23:14,يجب أن يدعم اللغة العربيه,2,2
Osama,2025-08-26T01:43:11,يرجى دعم اللغة العربية,2,6
سعاد الشمري,2024-04-06T02:00:18,اللغة العربية ليست موجودة كيف لي أن اتبع نظاما غذائي صحيا في هذي الحالة,2,1
SNOOMY 96,2025-07-05T21:34:53,صار كل ما دخلت البرنامج يطلعني و يطلب تسجيل الدخول,2,0
مستخدم Google,2018-10-22T23:18:37,البرنامج حلو بس ليش بلغه الانجليزيه لازم يكون بلغتين عشان يكون مفهم مع كل الجنسيات,2,28
XM_WX,2020-12-11T03:17:01,لو تم اضافة اللغة العربية هيكون ابلكيشن تحفة😶👌,2,2
محمد العتيبي,2021-07-29T01:49:26,لايدعم اللغة العربية,2,7
gut_s 9,2023-05-04T10:28:50,لا يسجل الفئة العمرية الاقل من 18 عام !!,2,0
Samah Raouf,2023-12-20T21:22:13,التطبيق لايدعم اللغة العربية,2,5
sasa mohamed,2020-12-19T22:21:53,لا استطيع استخدامه بسبب اللغة,2,1
A . M,2023-01-04T15:07:30,اللغة العربية من فضلكم ليصبح عند الجميع,2,0
فاطمة الاحمري,2024-04-24T00:36:13,نرجو وضع اللغه العربيه كلغه داعمه لهذا التطبيق,2,0
Sherif Emad,2023-08-25T00:11:46,ينقصه اللغه العربيه,2,0
khaled be,2022-03-09T21:00:12,تنقصه اللغة العربية,2,54
alyaa ramadan,2021-09-30T23:06:11,مش عاير يسجل اصلا ومش عارفه ادخل عليه,2,5
مستخدم Google,2019-10-07T14:26:32,اللغه العربيه غير موجوده,2,36
slab ssaal,2023-05-16T19:59:42,اللعنة لا يوجد اللغة العربية,2,0
se a,2020-10-22T04:02:24,جميل وأرجو إضافة اللغة العربية,2,142
مستخدم Google,2018-11-30T23:26:08,ارجو اضافه اللغه العربيه,2,4
Noga Elzohary,2022-05-03T13:06:24,يا ريت لو كان مترجم,2,1
سارة 1,2023-08-08T18:52:33,اتمنى تضيفو اللغة العربية,2,0
saef alislam,2023-09-08T02:17:13,تستاهلون الخمس نجوم بس لا يدعم العربيه,2,2
اسماعيل الميري,2020-10-06T01:29:13,لايدعم العربيه تم الغاء التثبيت,2,39
مستخدم Google,2019-04-28T07:30:03,جيد ولكن بطئ اجو الحل,2,1
الابداع تيوب / Creativity youtube,2023-05-25T19:28:47,ضيفوا اللغة العربية,2,0
Basabes Adel,2021-04-09T18:05:17,عايزه عربى كله انجليزى,2,21
جودي أحمد مصطفي,2025-03-21T10:35:28,اريد تغيره الي العربيه,2,0
مستخدم Google,2018-10-12T20:50:54,ارجوا اضافه لغه عربية,2,39
Ranoosh Riad,2021-04-13T01:18:31,ياااا جماعة مر راضي يفتح عنديBecause of اليميلل,2,8
مستخدم Google,2019-03-18T05:03:30,اين اللغة العربية ...😤,2,1
Sss Mm,2020-08-10T00:17:07,مش عارفه اسجل كل ماسجل يبدا من الاول تاني😭😭😭,2,11
مستخدم Google,2018-10-24T01:05:03,ضيف اللغة العربية ياد انت وهو,2,2
عمر يوسف,2021-01-15T13:37:21,بالنسبة لي مو جميل بي كل سراحة,2,1
Budoor,2024-09-17T00:15:25,ليش مسح الكود للاكل سار إشتراك 😭😭😭😭😭😭😭😭😭,2,0
Fatma Mohamed,2026-01-24T15:08:16,كيف اشترك في البرنامج,2,0
مستخدم Google,2020-01-15T14:13:09,مش راضي يسجل الدخول لي,2,23
ريناد,2023-05-05T19:29:50,حلو بس يا ليت يرجعون يفعلون خاصية الباركود المجانيه,2,0
leithe IRAQ,2021-04-12T22:49:52,حلو ولاكن ما في الغه العربيه,2,0
OMAR 3MAD. TV,2021-05-25T07:58:43,اللغه العربية😫,2,13
مستخدم Google,2020-02-07T03:55:30,ابغاه عربي كيف,2,9
مستخدم Google,2019-02-06T14:52:59,اين اللغه العربيه,2,1
محمدبدر عبدالله,2025-07-05T16:28:45,ما اشغل التطبيق,2,0
منوعات اندرويدAD3002,2024-08-05T01:16:20,لاتوجد لغة عربية There is no Arabic language,2,0
Layan ahmad,2024-04-21T11:51:48,"A good application, but I face a problem that the program exits on its own. I want a solution to this problem",2,1
mysoon A,2024-04-24T04:16:12,Diary does not work,2,0
iBassam abdull,2024-04-04T02:06:11,The application keeps crashing,2,0
اورانس بي,2023-08-15T21:17:46,"I cant choose a plan , and i was really willing to buy",2,0
Abdussalam As-Serheed,2022-02-01T11:38:01,Hard to follow.,2,0
سليم السليم,2021-11-01T09:50:36,Why there is no Arabic language,2,0
Read to Breathe,2020-11-12T20:47:11,I tried to till the program my correct Date of Birth but it will always choose something wrong,2,0
سيسيليا صادق,2020-07-15T20:47:08,"Good, but unfortunately there is no Arabic in it.🤔",2,0
مستخدم Google,2020-01-05T23:01:04,I cannot subscribe to the Premium package. Show me an error message,2,1
مستخدم Google,2019-12-11T09:25:06,I tryed to use it but it hard connect it with my email or Facebook It is hard to use 2 stars,2,0
مستخدم Google,2019-12-10T07:17:00,Why is there no Arabic language?,2,0
مستخدم Google,2019-09-24T12:40:47,ممتاز 👌,2,0
مستخدم Google,2019-08-10T12:14:03,the app is great but please add arabic language😔,2,0
مستخدم Google,2018-10-20T08:34:29,Make it in Arabic,2,14
مستخدم Google,2018-09-18T13:07:15,Thank you to resolve the problem of the new update .... good luck,2,8
مستخدم Google,2018-04-29T16:47:00,ترجمة عربي واحد5نجوم,2,18
مستخدم Google,2018-04-02T23:11:28,IT'S very complecated and no arabic language,2,11
مستخدم Google,2018-02-19T11:56:32,ادعمو اللغه العربيه,2,46
مستخدم Google,2017-12-11T15:49:50,مايدعم عربي,2,5
مستخدم Google,2017-11-24T16:48:49,انا اديت البرنامج نجمتين بس علشان مش بيدعم اللغه العربيه ياريت القائمين علي البرنامج يدعموا البرنامج باللغه العربيه علشان يكون افضل ويكون متاح لناس اكتر,2,22
مستخدم Google,2017-09-28T16:34:39,لا يدعم اللغه العربيه  لذلك لا افهم  كيف اتعامل  معه ارجو تحديث البرنامج باللغه العربيه,2,5
مستخدم Google,2017-09-03T09:32:45,جيد . لاكنه متوفر فقط باللغه الانحليزيه,2,5
mohamed alzafarani,2026-01-01T23:05:53,تطبيق سئ وجاري حذفه لانه لا يدعم اللغه العربيه رغم فهمي الانجليزيه ولكن اللي ما يحترمنا لا نحترمه وفي غيرك كتير,1,34
b_ baayiiaa,2024-12-20T09:31:52,"سأقوم بحذف التطبيق حاليًا على الرغم من فائدته لكن عدم وجود اللغة العربية أمر حائل بيني وبين الاستفادة منه، اذا تم إضافة اللغة العربية أعلموني بذلك.. بين فترة وفترة سآتي لتفقده.. الآن حان الوقت للبحث عن تطبيق آخر, للحين كل فنرة ادخل اشيك اذا ضافوا اللغة العربية وللأسف لا، ليش التعنت ذا رغم انها من أكثر اللغات المتحدثة في العالم.",1,156
ahmad ul,2024-03-04T17:21:56,التطبيق بعد التحديث اصبح سيئ جدا، لا يعمل بشكل جيد ولا يأخذ كل المنتجات علما قبل التحديث كان جيد جدا ولكن الان للاسف سيئ!! من سيء إلى اسوء تطبيق جدا صاير سيء ولا يضيف السعرات بشكل جيد دائما يوجد أخطاء بل الإضافة! لا انصح به ابدا!!!!,1,43
eslam ali,2026-02-23T06:05:30,لماذا لا يدعم اللغة العربية,1,2
arwa,2024-06-26T03:58:50,التطبيق مغلق خيار الكام سكينر من أجل الأرباح بالرغم من أنه اسهل شيئ المفروض مايقفلونه عشان فلوس سوو مميزات ثانيه واقفلوها عكس الكام اشوفه استغلال يعني انتو عندكم الباركود جاهز مجهز وانا الي الصوره لكم فوق ذا كله تأخذون فلوس ليه,1,9
noona 89,2025-01-19T16:45:52,حملت التطبيق من فتره تقريبا شهر و لاحظ حاليا الاختلاف في الحساب بين كل مره ادخل عشان انزل في وجبه حسابه غير صحيح عدد غرامات البروتين او الكارب و الدهون تتغير في كل مره اتنمى يصير في تحديث لانه يعلق و مو بسرعه يدخل البيانات و تتغير كل شوي☹️,1,4
Maryam Alkindi,2024-07-30T11:50:26,البرنامج لا يعمل جيداً على نظام الأندرويد، أسجل الوجبات ثم أتفاجئ باختفاءها، لا أستطيع تغيير عدد الحصص مهما حاولت، نرجو أن يتم تحسينه,1,5
مستخدم Google,2018-10-04T19:42:07,البرنامج فيه مشكله من فتره كبيره وكل فتره ارجع احمله تاني اقول يمكن المشكله اتحلت لكن مفيش حاجه اتحلت المشكله انه مش راضي يسجل دخول باي ايميل خالص.. خساره كان برنامج حلو اضطريت استخدم برنامج غيره,1,16
مستخدم Google,2018-09-25T18:42:23,البرنامج كان ممتاز واستمريت معاه فتره وحققت نتايج حلوه اضطريت اعمل ضبط المصنع للفون ولما رجعت حملته تانى لاقيت محدث لنسخه سيئه جدا ولا بتفتح حسابى القديم ولا عايزه تسجل حساب جديد والمسؤلين مش بيهتموا بحل المشكله هو المفروض البرنامج يتحدث علشان يكون افضل ولا عشان تففقدوا مصداقيتكم وجمهوركم؟!!!!,1,32
K H,2024-10-22T12:08:32,الانجليزية لغتي الثانية ومع ذالك تمت ازالة التطبيق لعدم وجود اللغة العربية من بين مايقارب 20 لغة يتوفر فيها. نجمة واحده حتى توفر العربية.,1,34
Basheeroh.,2025-03-29T10:14:40,خيبة أمل عندما اكتشفت أن هذا التطبيق يسحب مبالغ مالية من بطاقتي البنكية دون أي إشعار و تنبيه مسبق. عملية غير مقبولة تثير قلقًا بشأن معلوماتي المالية وكيفية إدارة هذا التطبيق لمعاملات المستخدمين. بسبب عدم وجود أي إشعار قبل الخصم، بالإضافة إلى اتخاذ إجراءات لمنع تكرار مثل هذه الحوادث مستقبلًا. أعتبر هذا الإجراء انتهاكًا لثقتي في هذا التطبيق لاأنصح بالتحميل واذا أخطأت بعدم قراءة سياسة الشراء على الأقل تنبيه من التطبيق بالسحب المالي وتجديد الاشتراك كنت أبغا التجربة المجانية ولكن باغتوني بالخصم,1,15
باسل الحمادي,2025-06-01T19:42:10,سوء التطبيق ما يوصف بالكلمات يارجال كمية اعطال غير طبيعيه من محاوله التسجيل الين وضع الاكل كل ابوه اغلاط تقنيه بحثت وطلعت المشاكل ذي موجوده من سنتين والى الان ما صلحوها ما انصح احد يضيع وقته هنا,1,1
gle goo,2025-08-16T12:27:29,لا يستحق حتى نجمة واحدة كيف يُعقل أن يدعم التطبيق أكثر من 19 لغة ولا يدعم العربية حتى اليوم؟! منذ سنوات والمستخدمون العرب يطالبون بإضافة اللغة العربية، لكن طلبنا يتم تجاهله وكأننا غير موجودين، هذا يُعتبر قلة احترام وتهميشًا لشريحة كبيرة من المستخدمين. إن لم تتم إضافة العربية قريبًا فسأضطر للتخلي عن التطبيق نهائيًا، لأننا كمستخدمين عرب نستحق التقدير مثل غيرنا,1,131
Ahmed الشيمي,2023-06-10T22:58:41,برنامج سمعته جيده لاكن للاسف لا يتوفر فيه اللغه العربيه ف لذالك متطر ان احذفه لاني لا افهم غير العربيه وشكرا فريق ما فتنس بال علي التجربه هذه التي لم تنال اعجابي و عندي امل ان يتوفر اللغه العربيه لانه اذا توفرت سوف تكسبون ثقه الكثير من الناس مما يساعدكم علي عدد التنزيلات والزيارات و المكاسب,1,63
Mohamed shabaan,2023-06-20T15:13:09,لا يتوفر باللغة العربية ، وقد اختفت بعض المميزات المجانية التي كانت لها فائدة اصبح التطبيق ليس له أي فائدة علي الإطلاق تم حذف الحساب و التطبيق,1,167
مستخدم Google,2019-11-12T03:53:30,لو سمحت انا بكتب الايميل والباسورد وعند اليوزر نيم لم يتم التسجيل بالتطبيق وحتي عن طريق الفيس بوك لم يتم التسجيل ارجو معرفة السبب اريد تسجيل الدخول بالتطبيق بأسرع وقت ارجو التوضيح,1,8
محمود عادل,2021-07-10T04:32:14,يوجد مشكله عند كتابه الاميل والرقم السري يجي خاطيء وانا متأكد انه صح من وجه نظري التطبيق فاشل لعدم استفادتي منه سيتم الحذف ولن انصح احد بتحميله لحين حل مشكلتي,1,50
Sung Jinwo,2026-03-07T15:56:29,مفيهوش لغة عربية,1,0
WEJDAN,2026-02-20T15:14:43,التطبيق لا يسجل حسابي,1,0
Ahmed Saeed,2026-01-13T02:14:25,تطبيق سئ لا يوجد تصوير ولا لغة عربية ولا مزايا متاحة مجانا,1,0
